Español;Aymara
Yo me llamo Tiburcio, ¿y tú cómo se llamas?;Nayax Tiburcio satatwa, jumasti kunas sutima xa?
Yo nací en el mes de octubre;N ayax taypi sata phaxsina yuri tatw a
Yo no estoy bien;Nayax janiw walik ti
Yo no más estoy;Nayaki twa
Yo no sé cocinar;Janiw nayax phayaña yatkti
Yo no tengo animales ¿y tú?;Nayax janiw uywanikti, jumasti
Yo no tengo hermanas;Nayax janiw kullakanikti
Yo no tengo hermanas, ¿y tú?;Janiw kullakanikti, jumasti?
Yo no tengo hermanas. ¿Tu papá cuántos años tiene ?;Nayax janiw kullakanikti. Tata max qawqha maranisa ?
Yo no tengo hermanos, ¿y tú?;Nayax janiw jilanikti, jumansti?
Yo no tengo hermanos. ¿Tu hermano mayor cuántos años tiene ?;Nayax janiw jilanikti. Jilir jilama x qawqha maranisa?
Yo no tengo hijos , yo tengo un perro, ¿y tú?;Nayax janiw wawanikti , nayax mä anunitwa, jumasti
Yo no tengo nada . ¿De qué color son tus llamas?;saminakanisa?
Yo no trabajo. Yo soy ama de casa. Sólo mi esposo trabaja;irnaq i
Yo quiero allaque;Nayax wallaqi muntha
Yo quiero arroz con carne;Nayax arusampi aychampi munt ha
Yo quiero chairo;Nayax cha yru munt ha
Yo quiero Chairo;Nayax Chair u muntha
Yo quiero chairo, ¿y tú hermana?;Nayax cha yru muntha, jumasti ku llaka ?
Yo quiero choclo con carne y queso;Nayax ch huxllu mpi, aychampi , kisumpi muntha
Yo quiero comer;Nayax manq’añ munttha
Yo quiero comer Charquican;N ayax char kikan manqañ munt ha
Yo quiero comprarme muchas cosas;Nayax walja yänaka alasiña muntha
Yo quiero esa sajta;Nayax uka saxta muntha
Yo quiero ispi;Nayax ispi muntha
Yo quiero ispi, ¿y tú?;Nayax ispi munt ha, jumasti?
yo quiero ispi. ¿Cómo se cocina el ispi?;Nayax ispi muntha. Ispix kunjamas phayaña?
Yo quiero naranja;Nay ax laran kha munt ha
Yo quiero p ique macho;Nayax Pique macho muntha
Yo quiero palta;Nayax palta muntha
Yo quiero pes que;Nayax p’isqi muntha
Yo quiero pescado ispi;Nayax ispi challwa muntha
Yo quiero pesque;Nayax p ’isqi muntha
Yo quiero Pique Macho;Nayax Pique Macho muntha
Yo quiero pl átano;N ayax puquta muntha
Yo quiero plato pac eño;Naya x plato paceño munt ha
Yo quiero plátano;Nayax puquta muntha
Yo quiero sa jta;Nayax saxta muntha
Yo quiero sajta;Nayax sa xta muntha
Yo quiero sajta con tunta , con papa , con pollo y sin ají, ¿y tú?;aychampi jan wayk´ampi , jumasti ?
Yo quiero sajta ¿y tú?;Nayax saxta muntha, jumasti ?
Yo quiero sajta, ¿y tú hermano?;Nayax saxta muntha, jumasti jilata?
Yo quiero sopa;Nayax kaltu muntha
Yo quiero timphu con c arne grande , poco arroz y sin papa;arrus ampi , jan ch´uqimpi
Yo quiero trabajar mucho;Nayax wal irnaqañ muntha
Yo quiero Wallake;Nayax walla qi muntha
Yo regresare pasado mañana, para mis cumpleaños tengo que estar aquí;Nayax jurpuru w kutt’anix a, urujataki x akankañatwa
Yo se cocinar bien;Nayax suma phayaña yattha
Yo so y mecánico;Nayax askichiritwa
Yo sopa de quinua, graneado de quinua, lawa, chuño graneado eso se ¿y tú?;yattha, jumasti?
Yo soy abogada;Nayax arxatiri twa
Yo soy abogada, trabajo en una Institución Pública;irnaqasktha
Yo soy abogada, ¿y tú hermana?;Nayax arxa tiritwa, jumansti kullaka?
Yo soy ama de casa;Nayax utankiritwa
Yo soy ama de casa. ¿Y tú?;Nayax utankiritwa. Jumasti?
Yo soy arquitecta ¿y tú?;Nayax arquitect utwa, jumasti?
Yo soy Claudia;Nayan sutijax Claudiawa
Yo soy cocinera;Nayax phayiritwa
Yo soy cocinera, ¿y tú?;Nayax phayiritwa , jumasti?
Yo soy cocinera. Mañana cocinar é sajta;Nayax phay iritwa. Qharurux saxta phayä?
Yo soy contadora;Nayax jakhuri twa
Yo soy contadora;Nayax jakhuritwa
Yo soy de Ayaviri. ¿Tú de dónde eres?;Nayax Ayaviritatwa. Jumax kawki markatatasa?
Yo soy de Bolivia;Nayax Bolivia markatathwa
Yo soy de Comanche;Nayax Qumanchitatwa
Yo soy de El Alto;Nayax A ltupata markatawa
Yo soy de El Alto;Nayax Alto patatatwa
Yo soy de El Alto;Nayax Altu patat atwa
Yo soy de El Alto;Nayax A ltu Patata twa
Yo soy de El Alto;Nayax Altopatatwa
Yo soy de El Alto. ¿Y tú?;Nayax altu patatatwa. Jumasti?
Yo soy de la ciudad de La Paz;Nayax La Paz markankiritwa
Yo soy de la ciudad de La Paz ¿y tu padrino de dónde es?;Nayax La Paz markatwa. Ichutatamax kawkitasa
Yo soy de la ciudad de La Paz, ¿ y tú?;Nayax La Paz markatat hwa, jumasti ?
Yo soy de la ciudad de Él Alto ¿y tú?;Nayax El Alto markatatwa , jumasti ?
Yo soy de La Paz;Nayax La Paz marka tatwa
Yo soy de La Paz;Nayax La Paz markatatwa
Yo soy de La Paz;Nayax La Paztatwa
Yo soy de La Paz, Bolivia;Nayax La Paz Bolivia markatatwa
Yo soy de La Paz, ¿hermana tienes familia?;N ayax chuki wu markatatwa, k ullaka wilamasinitati ?
Yo soy de La Paz, ¿y tú?;Nayax Chu kiyawun kiritwa, jumasti ?
Yo soy de La Paz. ¿Cuántos años tienes?;Nayax La Pazatatwa. Qawqha marani tasa?
Yo soy de La Paz. ¿Y tú?;Nayax La Pazatatwa. Jumasti?
Yo soy de Llica hermana Sulma;Nayax Llika Markatatwa kullaka Sulma
Yo soy de Oruro, ¿y tú dónde vives?;Nayax Oruro markata twa, jumasti kawkisa qamta?
Yo soy de Oruro, ¿y tú?;Nayax Orurotatwa, jumasti ?
Yo soy de pando;Nayax pandotatwa
Yo soy de Perú y vivo en el departamento de Puno;utjasiraktxa
Yo soy de Puno;Nayaxa Puno markankiritwa
Yo soy de Salinas ¿tú de dónde eres?;Nay ax Salinas Markatatwa , jumasti Jilata?
Yo soy de Santa Cruz;Nayax Santa Cruz atatwa
Yo soy de Santiago de Chile , ¿y tú?;Nayax Santiago de Chile markatawa , jumasti?
Yo soy de Tacna;Nayax Tacnankiritwa
Yo soy de Tacna Perú ¿y tú?;Nayax Tacna Per ú marka tatwa, jumast i?
Yo soy de Tarija;Nayax Tari jatatwa
Yo soy de Viacha, ¿y tú?;Nayax Viachatatwa , jumansti?
Yo soy dentista;Nayax laka qull iritwa
Yo soy dentista, ¿y tú?;Nayax laka qulliritwa, jumasti ?
Yo soy enfermera;Nayax qulliritwa
Yo soy estudiante;Nayax yatiqiritwa
Yo soy estudiante Marianela;Nayax yatiqir itwa Marianela
Yo soy flojo , tal vez en la tarde haga;Nayax jayrachitwa, inas jayp'uru lurchï
Yo soy ingeniera. ¿Tú de dónde eres?;Nayax ingeni eratwa. Jumax kawkitatasa?
Yo soy Ingeniero;Nayax Ingenierutwa
Yo soy médico ¿Y tú?;Nayax qulliritwa, jumasti?
Yo soy nacido en la comunidad Sullkatiti;Nay ax Sullkatiti ayllun yuririthwa
Yo soy Olivia ¿y tú?;Nay an sutijax Oliviawa, jumansti?
Yo soy paceña;Nayax paceña twa
Yo soy panadera ¿y tú?;Nayax t’antá lu riritwa. Jumasti?
Yo soy past elera;Nayax pastelerawa
Yo soy policía;Nayax Palla pallatwa
Yo soy profesor;Nayax yatichiritwa
Yo soy profesor hermana;Nayax yatichiritwa kullaka
Yo soy profesor ¿y tú?;Nayax yatichiritwa, jumasti?
Yo soy profesora;Nayax yatichiritwa
Yo soy profesora, ¿y tú?;N ayax yatichiritwa, jumasti?
Yo soy profesora. ¿Cómo esta hermana?;Nayax yatichiritwa. Kunjamasktasa kullaka?
Yo soy to pografo;Nayax topografutwa
Yo soy vendedora;Nayax aljiritwa
Yo soy vendedora hermano;Nayax aljiritwa jilata
Yo sólo trabajo en mi casa;Nayax utajanakwa irnaqt ha
Yo también;Naya x ukapachparaki
Yo también bien hermana;Nayax uk hamaraki kullaka
Yo también soy de El Alto;Nayax altu patatarakitwa
Yo también soy de La Paz;Nayax La Paz markata rakitwa
Yo también soy de La Paz;Nayax La Pazankirirakitwa
Yo también soy profesora;Nayax yatichiriraki twa
Yo te ngo una hija;Nayax mä phucha nitwa
Yo teng o un gato negro, se llama Félix;Mä ch’iyar phisinithwa, Philix satawa
Yo tengo 1 gato, 1perro y 2 gallinas;Nayax m ä phisi, m ä anu, pä wallpa nitwa
Yo tengo 1 hermana;Nayax mä kullakanikitwa
Yo tengo 1 hermano y 4 hermanas, tenía 2 hermanos, pero uno murió;jiwxiwa
Yo tengo 1 hermano ¿y tú?;Nayax mä jilatanitwa, jumasti?
Yo tengo 10 bolivianos;Nayax tunka qullqinitwa
Yo tengo 10 perros negros herman a Doris , ¿y tú cuá ntos animales tienes?;kuna uywanitasa
Yo tengo 14 llamas;Nayax tunka pusini qawranitwa
Yo tengo 2 gatos;Nayax p ä phisinitwa
Yo tengo 2 hermanas Marianela;Nayax pä kullakanitwa Marianela
Yo tengo 2 hermanos;Nayax pä jilanitwa
Yo tengo 2 hermanos y 2 hermanas, ¿ y tú hermana?;Nayax pä jilata, pä kullakanitwa, jumasti kullaka ?
Yo tengo 2 hermanos ¿cuántas hermanas tienes?;Nayax pä jilatanitwa, qawqha kullakanitasa?
Yo tengo 2 hermanos, el mayor de llama Eusebio y el menor se llama Mateo;jilajan sutipax Mateo
Yo tengo 2 hermanos, ¿cuántas hermanas tienes?;Nayax p ä jilanitwa. Qawqha kullakanitasa ?
Yo tengo 2 perros;Nayax p ä anunitwa
Yo tengo 20 alpa cas hermana;Nayax pä tunka allpachunitwa kullaka
Yo tengo 21 años.;Nayax pä tunka mayani maranitwa
Yo tengo 22 años;Nayax pä tunka payani maranitwa
Yo tengo 22 años y tú?;Nayax p ä tunka maranit hwa, jumasti?
Yo tengo 23 años;Nayax p ä tunka kimsani maranitwa
Yo tengo 24 años;Nayax pä tunka pusini maranitwa
Yo tengo 25 años;Nayax p ä tunka phisqani maranithwa
Yo tengo 25 años. ¿Tú a qué te dedicas?;luriritasa ?
Yo tengo 26 años;Nayax Pätunka suxtani maranitwa
Yo tengo 27 años;Nayax p ä tunka paqallpuni maranitwa
Yo tengo 27 años;Nayax pä tunka paqallquni maranitwa
Yo tengo 28 años, ¿Y tú hermana?;kullaka ?
Yo tengo 29 años;Nayax p ä tunka ll ätunkani maranitwa
Yo tengo 3 hermanas , mi hermana mayor se llama Ana, la del medio es Maritza y mi hermanita menor es María Rene;satawa
Yo tengo 3 hermanas, ¿y tú?;Nayax kimsa kullakanitwa, jumasti?
Yo tengo 3 hermanos;Nayax kimsa jilanitwa
Yo tengo 3 perros;Nayax kimsa anunitwa
Yo tengo 30 años hermano;Nayax kimsa tunka maranitwa jilata
Yo tengo 31 años;Nayax kimsa tunk a mayan i maranitwa
Yo tengo 31 años, ¿y tú?;Nayax kimsatunka mayani mara nitwa, jumasti?
Yo tengo 31 años. ¿Y tú?;Nayax kimsa tunka mayani maranitwa. Jumasti?
Yo tengo 32 años;Nayax kimsa tunka payani mar anitwa
Yo tengo 32 años;Nayax kimsa tunka payani maranitwa
Yo tengo 33 años;Nayax kimsa tunka kimsani maranitwa.
Yo tengo 33 años, ¿y tú?;Nayax kimsa tunka kimsani maranitwa, jumasti?
Yo tengo 34 años;Nayax kimsa tunka pusini maranitwa
Yo tengo 34 años;Nayax kimsatunka pusini maranitwa
Yo tengo 35 años;Nayax kimsa tunk a phisqan i maranitwa
Yo tengo 35 años;Nayax kimsa tunka phisqani maranitwa
Yo tengo 35 años;Nayax kimsa tunka phisq ani maranit hwa
Yo tengo 35 años. ¿Hermano de dónde eres ?;kawkitatasa?
Yo tengo 36 años, ¿y tú cuántos años tienes?;maranitasa?
Yo tengo 37 años . ¿Y tú?;Nayax kimsa tunka paqallquni maranitwa. Jumasti?
Yo tengo 39 años, ¿y tú?;Nayax kimsa tunka ll ätunkani maranitwa, jumansti ?
Yo tengo 4 hermanas;Nayax pusi kullakanitwa
yo tengo 4 hermanos;Nayax pusi jilanitwa
Yo tengo 4 hermanos , ¿y tú?;Nayax pusi jilanitwa , jumansti ?
Yo tengo 4 nietos;Nayx pusi allchhinitwa
Yo tengo 40 años;Nayax Pusi tunka maranitwa
Yo tengo 40 años hermana Sulma;Nayax pusi tunka maranitwa kullaka Sulma
Yo tengo 40 años ¿y tú, hermana?;Nayax pusi tunka maranitwa, jumasti kullaka?
Yo tengo 42 años;Nayax pusitunka payani maranitwa
Yo tengo 44 años;Nayax pusi tunka pusini maranitwa
Yo tengo 44 años. Hermano Nestor ¿tienes familia?;wilamasinitati ?
Yo tengo 5 hermanas , ¿y tú?;Nayax phisqa kullakanitwa , jumansti
Yo tengo 5 hermanos;Nayax phisqa jilanitwa
Yo tengo 5 hermanos;Nayax phisqa jilatanitwa
Yo tengo 54 años . Mi abuelo ha fallecido en febrero. ¿Hermana en qué mes estamos? ¿En qué mes vas a sembrar papa?;ch’uqi yapuch äta?
Yo tengo 56 años;Nayax p hisqa tunka suxtani maranitwa
Yo tengo 6 hermanas , ¿y tú cuántos hermanos tienes hermana Doris ?;Kullaka Doris
Yo tengo cuatro hermanos hermana Doris;Nayax pusi jilanitwa Kullaka Doris
Yo tengo cuatro hermanos hermana Vilma . Mi hermano mayor vende vehículos;aljiriw a
Yo tengo dos hijas, son mujercitas;Nayax pä w awanitwa , imillpurawa
Yo tengo harina, azúcar, sal, huevo de gallina, levadura, aceite, leche y queso;llujllu, millk’i, millk’i tikanitwa
Yo tengo llamas y ovejas ¿y tú?;Naya x qarwanaka ni, iwijanaka nitwa , jumansti?
Yo tengo maíz , haba, papa;Nayax tunqu, jawasa, ch'uqi ukakanitwa
Yo tengo muchas llamas hermana;Nayax walja qawranitwa kullaka
Yo tengo tres hermanos y dos hermanas;Nayax kimsa jilanitwa, ukhamarari pä kullakanitwa
Yo tengo un gato y un perro;Nayax mä phisimpi , mä anumpi w utjitu
Yo tengo un hermano;N ayax mä jilanitwa
Yo tengo un hermano;Nayax mä ji lanitwa
Yo tengo un hermano menor , ¿y tú?;Nayax mä sullki r jilatanitwa, jumasti ?
Yo tengo un hermano y 2 hermanas. ¿Tú papá quién es?;Nayax mä jilata, pä kullakanitwa. Tatamax khitisa ?
Yo tengo un pequeño perro;Nayax mä jisk ’a anunitwa
Yo tengo un perrito pequeño;Nayax mä jisk'a anitunitwa
Yo tengo un perro;Nayax mä anunitwa
Yo tengo un perro, dos gatos, una gallina;Nayax mä anuni , pä phisi ni, mä wallpa nitwa
Yo tengo una hermana;Nayax mä kullakanitwa
Yo tengo una oveja;N ayax mä iwijanitwa
Yo trabajo de agricultor;Nayax irnaqtwa juyra yapuchirit a
Yo trabajo en la universidad;Nayax jach’a yatiqañ utan irnaqtha
Yo v endo todo tipo de alimentos;Nayax taqi kun manq'añanak aljtha
Yo vendo por Villa Adela;Nayax Villa Adelan aljt ha
Yo vivo con mi esposo y mi hijo;Nayax chachajampi, wawajampi w utjas tha
Yo vivo con mi hijo;Nayax wawa jampiw utj astha
Yo vivo e n Munaypata , ¿y tú ?;Nayax munaypatan jakast ha, jumasti?
Yo vivo en El Alto;Nayax Alto patan jakt ha
Yo vivo en el alto La Paz. ¿Y tú tienes hermanos?;jilanakanitati ?
Yo vivo en la ciudad de Moquegua;Nayax Muqiwa, marka na utjaskt ha
Yo vivo en la ciudad de Tacna;Nayax Tacna marka na utjtha
Yo vivo en Mecapaca;Mecapaca n jakt ha
Yo vivo en Villa Fátima;Nayax Villa Fatima na jakast ha
Yo voy a cocinar Sajta;Nayax Saxta phayä
Yo voy a descansar;Naya x samarä wa
Yo voy a hacer pan;Nayax t’ant’a lur ä
Yo voy a ser médico, ¿y tú?;Nayax qullir ïyawa, jumasti ?
Yuca;rumu
yuca;yuka
Yugo;yuku
Yunta;yunta
yunta de bueyes;yunta
Yute;suxu
Yuxtaponer;Apkataña
Yuyo;murmunta
Zacatal;Ch’uxña ch’uxña
Zacatal;ch’óXña
Zafar;jaramukuña
Zaga;Ch’ina
Zagal;Maxt’a
Zagala;Q’axu tawaqu
Zaguero;qhipankiri
Zaguán;Mantaña
Zaherir;K’umiña
Zahúrda;Khuchhi uyu
Zalamero;K’usk’u
Zamarrear;Thalaña
Zambo;t’inkilu
Zambullir;p’ultintaña
zampoña;siku
Zampoña de corte menor;maxalta
Zampoña generalmente de seis huecos de menor tamaño que su par “arka” de siete;ira
Zampón;Thathuna
Zanahoria;sanawri
Zanca;jamach’i
Zanca;Jamach’i kayu
Zancada;Jach’a chillqi
Zancadilla;liwisiyaña
zancuda acuática negra;ch’iwankhira
Zancudo;sanjuyru
Zangolotear;qhullunkiña
Zanja;Q’awa
Zanjar;q’awjaña
Zanquear;Wixchutiña
Zapallo;sapallu
Zapallo;tamuña
Zapatero;Sapatu askichiri
Zapatero;sapatu
Zapato;sapatu
zapato tejido para el niño;p’ullqu
Zaranda;Susuña
Zarandear;Thalaña
Zarcillo;t’ikha
Zarcillo;ch’ikhillu
Zarco;qhusi
Zarigüeya;Achuqalla
Zarpa;Sillu
zarzaparrilla;qintu
Zenit;Sunaqi
Zigzag;link’u
Zigzag;Link’u link’u
Zigzaguear;Link’u link’ù saraña
Zocato;Ch’iqachu
Zona;suyu
Zonzo;Ipi
Zopenco;Ipi
Zoquete;K’ullu
Zorra;qachu
Zorra;Qachu qamaqi
Zorrera;Qamaqi putu
Zorrera;qamaqi
zorrillo;añathuya
zorrillo;añasu
Zorrino;añasu
Zorrino;Añuthaya
zorro;tiwula
zorro;achalari
Zorro;pampa
Zorro;qamaqi
Zorzal;Chiwatu
Zorzal;Chiwanku
Zozobra;wali
Zozobra;Wali llakisiña
Zozobrar;walì
Zozobrar;Alintaña
Zumbar;wururiña
Zumbel;Ch’ankha
Zumbido;wururi
Zumo;Muxsa uma
Zumo;muxsa
Zurcir;wataña
Zurdo;ch’iqachu
Zuro;Thulu
Zurriago;suriyawu
Zuzar;wujsiña
!eh! expresión que sirve para llamar a una persona;chhuy!
Zángano;Jayra tamuraya
Zángano;jayra
Zócalo;Thaxsi
¡adiós! expresión de partida;jikisiñkama
¡Ah! gracias. Ahora ya no me voy a olvidar;Ah! Jus pajara. Jichhasti janiw armaskati
¡Ah! Que bien hermanita;Ah! Waliki kullakita
¡ahora sí! expresión de alegría para una suerte;lalasu!
¡claro! así es;ukhamapï!
¡claro! forma enfática de afirmar;ukhamaw!
¡oh! expresión que se usa para manifestar diversos movimientos del ánimo;ay!
¡ojalá! expresión de deseo vehemente;inachay!
¡oye! expresión de llamada de atención;ampi!
¡Qué bien! ¿Dónde trabajas?;Waliki ! kawkins irnaqta ?
¡Sabes hermana! no te preocupes. Maribel ¿ qué vas a cocinar hoy?;phay äta?
¡silencio! expresión para hacer callar a alguien;chhist!
¡silencio! orden dada a una persona para que deje de hablar;amuki!
¡Tanta comida!;Akataq manq’astï!
¡viva! expresión de regocijo;wipha!
¡viva! expresión de victoria;Jallalla!
¡ya! expresión de aceptación;iyaw!
¿A cuál mercado vamos a ir?;Kawkir qhathurus sarañani?
¿A dónde est ás yendo?;Kawkirurak sarask tasti?
¿A dónde vamos a ir?;Kawkirus sarañani?
¿A qué estás yendo a la feria?;Kunarus saras kta qhathuru?
¿A qué hora nos encontraremos hermana Doris ?;Kuna pachasa jikisiñani kullaka Doris
¿A qué hora nos encontraremos?;kuna pachasa jikisiñäni ?
¿A qué hora vamos a ir a jugar?;Kuna pacharusa sarañani anatiri ?
¿A qué te dedicas?;Jumax kuna luriritasa?
¿A qué vamos a ir?;Kunarus sarañani?
¿A qué vas a ir?;Kunarus saräta?
¿A ti que te duele?;Jumaru x kunas ustam ?
¿A ti qué te duele? Te veo venir bien cansada;Juma r kunas ustam? Wali qarit jamakiw jutaskta xay
¿Ahora , qué comida quieres?;Jichha x kuna manq´s munt a?
¿Ahora qué mes es?;Jichha x kuna phaxsisa?
¿Ante ayer qué día era?;Warurux kuna urunsa?
¿Anteayer a qué hora jugamos?;Walurux kuna pacha s anattanxa ?
¿Antes, dónde trabajabas?;Nayrax ka wkins irnaqayäta?
¿Aquella casa es de tu papá?;Khaya uta x tatamanki?
¿Aquellos jugadores, quiénes son?;Khä anatirinakax khitinakapxisa?
¿Ayer donde has ido hermana?;Wasuru x kawkiru s sarta kullaka ?
¿Ayer qu é día era?;Wasurux kuna urunsa?
¿Ayer qu é día era?;Wasuru x kuna urunsa?
¿Ayer que día era?;Was urux kuna urunsa?
¿Ayer que días era?;Wasurux kuna urunsa?
¿Ayer qué día era?;Wasurux kuna urunsa?
¿Como estás hermana?;Kamisaki kullaka?
¿Con esos alimentos q ué vas a hacer?;Uka juyranakampix kuns lurata?
¿Con qu é se cocina?;Kunampis phayaña?
¿Con que hay que cocinar?;Kunamp is phayaña?
¿Con quienes vives, hermano?;Khitimpis utj askta, jilata ?
¿Con quién has ido?;Khitimpiraki sartasti?
¿Con quién puedo bailar?;Khitimpis thuqhuristha?
¿Con quiénes estás?;Khitinakampis ktasa?
¿Con quiénes vamos a ir?;Khitinakampis sarañani?
¿Con quiénes vamos a jugar?;Khitinakampis anatañani?
¿Con qué vamos a ir a la fiesta (regalo, dinero, etc.)?;Kunampis phunchawir sarañani?
¿Con qué? ¿Con chuño?;Kunampi? Ch’uñumpi?
¿Cuantos gatos tiene tú papa?;Tatamax qawqha phisinisa?
¿Cuá l es tú nombre?;Juman sutimax kunasa?
¿Cuá ndo es tu cumpleaños?;Kunarsas uruma xa?
¿Cuá ntos animales tienes hermana Maria?;Qhawqha uywanitasa kullaka María
¿Cuá ntos animales tienes?;Qawqha u ywanitasa?
¿Cuá ntos años vas a cumpl ir?;Qawqha mar s phuqhata?
¿Cuá ntos hijos tiene hermano Juan?;Jumax qawqha wawa nitasa jilata Juan?
¿Cuál es el nombre de tu esposa?;Warmiman suti pax kunasa?
¿Cuál es el nombre de tu hermano?;Jilaman sutipax kunasa?
¿Cuál es el nombre de tu mamá?;Mamaman sutipax kunasa?
¿Cuál es el nombre de tu papá?;Tataman sutipax kunasa?
¿Cuál es el nombre de tus hermanos?;Jilanakaman sutinakapax kunasa?
¿Cuál es el precio de esa chompa negra?;Uka ch’iyara chumpan chanipax qawqhasa?
¿Cuál es el precio de ese chulo?;Uka lluch’un chanipax qawqhasa?
¿Cuál es el su nombre tu abuela?;Awichuman sutipax kunasa?
¿Cuál es el su nombre tu abuelo?;Achachilama n sutipax kunasa?
¿Cuál es la ocupación de tu papá ?;Tatamax kuna luririsa?
¿Cuál es la ocupación de él?;Jupax kuna luririsa?
¿Cuál es su nombre de tu hermano?;Jilaman sutipax kunasa?
¿Cuál es su nombre de tu mamá?;Taykama n sutipax kunasa?
¿Cuál es su nombre de tu papá ?;Tataman sutipax kunasa?
¿Cuál es su nombre?;Jupan sutipax kunasa?
¿Cuál es su ocupación de tu pap á?;Tatamax kuna luririsa ?
¿Cuál es su precio?;Chanipax qawqhasa?
¿Cuál es t u nombre completo?;Juman phuqhat sutimax kunasa ?
¿Cuál es tu nombre completo hermana?;Kunas j uman phuqha t sutimax Kullaka ?
¿Cuál es tu nombre completo hermana?;¿Kullaka kuna s puqhat sutimaxa?
¿Cuál es tu nombre completo hermana?;Juman phuqha sutimax kunas kullaka ?
¿Cuál es tu nombre completo?;Phuqhata sutimax kunasa ?
¿Cuál es tu nombre completo?;Juman phuqh at sutimax kunasa?
¿Cuál es tu nombre hermana?;Juman sutimax kunas kullaka ?
¿Cuál es tu nombre hermano?;Juman sutimax kunasa jilata?
¿Cuál es tu nombre?;Juman sutimaxa kunasa?
¿Cuál es tu nombre?;Juman sutimax kunasa?
¿Cuál es tu nombre?;Sutimax kunasa ?
¿Cuál es tu nombre?;Kunas sutimax a?
¿Cuál es tu ocupación hermana?;Jumax kullaka kuna luriritasa?
¿Cuál es tu ocupación hermano?;Kuna luriri tasa jilata ?
